Period,Continent,TotalPopulation
2016-09-01,NHS ENGLAND MIDLANDS ,35183
2016-09-01,NHS ENGLAND LONDON,18462
2016-09-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,15733
2016-09-01,NHS ENGLAND SOUTH WEST ,14686
2016-09-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,26335
2016-09-01,NHS ENGLAND MIDLANDS ,26960
2016-09-01,NHS ENGLAND SOUTH EAST ,21277
2016-09-01,NHS ENGLAND SOUTH EAST ,23745
2016-09-01,NHS ENGLAND SOUTH EAST ,16640
2016-09-01,NHS ENGLAND SOUTH WEST ,14222
2016-09-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,10065
2016-09-01,NHS ENGLAND NORTH WEST ,11036
2016-09-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,2128
2016-09-01,NHS ENGLAND SOUTH WEST ,7013
2016-09-01,NHS ENGLAND LONDON,5005
2016-09-01,NHS ENGLAND SOUTH EAST ,21739
2016-09-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,13814
2016-09-01,NHS ENGLAND NORTH WEST ,12663
2016-09-01,NHS ENGLAND SOUTH EAST ,1131
2016-09-01,NHS ENGLAND NORTH WEST ,10901
2016-09-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,4684
2016-09-01,NHS ENGLAND MIDLANDS ,16836
2016-09-01,NHS ENGLAND MIDLANDS ,30870
2016-09-01,NHS ENGLAND SOUTH EAST ,24915
2016-09-01,NHS ENGLAND EAST OF ENGLAND ,17878
2016-09-01,NHS ENGLAND EAST OF ENGLAND ,17699
2016-09-01,NHS ENGLAND NORTH WEST ,25632
2016-09-01,NHS ENGLAND MIDLANDS ,23804
2016-09-01,NHS ENGLAND NORTH WEST ,13478
2016-09-01,NHS ENGLAND SOUTH EAST ,11906
2016-09-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,26285
2016-09-01,NHS ENGLAND MIDLANDS ,21478
2016-09-01,NHS ENGLAND SOUTH EAST ,26791
2016-09-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,30169
2016-09-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,12553
2016-09-01,NHS ENGLAND MIDLANDS ,26128
2016-09-01,NHS ENGLAND NORTH WEST ,9110
2016-09-01,NHS ENGLAND NORTH WEST ,25933
2016-09-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,19110
2016-09-01,NHS ENGLAND SOUTH EAST ,8895
2016-09-01,NHS ENGLAND NORTH WEST ,17631
2016-09-01,NHS ENGLAND MIDLANDS ,16293
2016-09-01,NHS ENGLAND NORTH WEST ,98
2016-09-01,NHS ENGLAND EAST OF ENGLAND ,485
2016-09-01,NHS ENGLAND MIDLANDS ,3724
2016-09-01,NHS ENGLAND NORTH WEST ,18139
2016-09-01,NHS ENGLAND MIDLANDS ,15169
2016-09-01,NHS ENGLAND LONDON,9661
2016-09-01,NHS ENGLAND SOUTH WEST ,5709
2016-09-01,NHS ENGLAND MIDLANDS ,4357
2016-09-01,NHS ENGLAND LONDON,30942
2016-09-01,NHS ENGLAND SOUTH EAST ,25340
2016-09-01,NHS ENGLAND LONDON,6422
2016-09-01,NHS ENGLAND SOUTH EAST ,6402
2016-09-01,NHS ENGLAND SOUTH EAST ,0
2016-09-01,NHS ENGLAND LONDON,9051
2016-09-01,NHS ENGLAND EAST OF ENGLAND ,2122
2016-09-01,NHS ENGLAND NORTH WEST ,8377
2016-09-01,NHS ENGLAND MIDLANDS ,8580
2016-09-01,NHS ENGLAND SOUTH EAST ,3160
2016-09-01,NHS ENGLAND MIDLANDS ,0
2016-09-01,NHS ENGLAND SOUTH EAST ,1223
2016-09-01,NHS ENGLAND LONDON,758
2016-09-01,NHS ENGLAND MIDLANDS ,10018
2016-09-01,NHS ENGLAND SOUTH EAST ,1438
2016-10-01,NHS ENGLAND MIDLANDS ,3677
2016-10-01,NHS ENGLAND SOUTH WEST ,7982
2016-10-01,NHS ENGLAND NORTH WEST ,7331
2016-10-01,NHS ENGLAND SOUTH EAST ,18158
2016-10-01,NHS ENGLAND LONDON,11264
2016-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,7042
2016-10-01,NHS ENGLAND SOUTH EAST ,12282
2016-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,7988
2016-10-01,NHS ENGLAND SOUTH WEST ,9512
2016-10-01,NHS ENGLAND MIDLANDS ,6296
2016-10-01,NHS ENGLAND MIDLANDS ,3608
2016-10-01,NHS ENGLAND MIDLANDS ,8084
2016-10-01,NHS ENGLAND MIDLANDS ,0
2016-10-01,NHS ENGLAND SOUTH WEST ,6901
2016-10-01,NHS ENGLAND EAST OF ENGLAND ,2595
2016-10-01,NHS ENGLAND SOUTH EAST ,8701
2016-10-01,NHS ENGLAND SOUTH WEST ,6193
2016-10-01,NHS ENGLAND SOUTH EAST ,3877
2016-10-01,NHS ENGLAND SOUTH EAST ,4162
2016-10-01,NHS ENGLAND MIDLANDS ,19835
2016-10-01,NHS ENGLAND MIDLANDS ,18248
2016-10-01,NHS ENGLAND SOUTH WEST ,11009
2016-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,7229
2016-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,12915
2016-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,11168
2016-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,6704
2016-10-01,NHS ENGLAND MIDLANDS ,4927
2016-10-01,NHS ENGLAND MIDLANDS ,6319
2016-10-01,NHS ENGLAND MIDLANDS ,12049
2016-10-01,NHS ENGLAND MIDLANDS ,0
2016-10-01,NHS ENGLAND MIDLANDS ,0
2016-10-01,NHS ENGLAND MIDLANDS ,1143
2016-10-01,NHS ENGLAND MIDLANDS ,4165
2016-10-01,NHS ENGLAND SOUTH EAST ,211
2016-10-01,NHS ENGLAND SOUTH EAST ,13699
2016-10-01,NHS ENGLAND NORTH WEST ,6011
2016-10-01,NHS ENGLAND SOUTH WEST ,7150
2016-10-01,NHS ENGLAND MIDLANDS ,6483
2016-10-01,NHS ENGLAND MIDLANDS ,7241
2016-10-01,NHS ENGLAND SOUTH EAST ,4662
2016-10-01,NHS ENGLAND SOUTH EAST ,19364
2016-10-01,NHS ENGLAND SOUTH EAST ,9564
2016-10-01,NHS ENGLAND SOUTH EAST ,17129
2016-10-01,NHS ENGLAND NORTH WEST ,3509
2016-10-01,NHS ENGLAND NORTH WEST ,46516
2016-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,4253
2016-10-01,NHS ENGLAND SOUTH WEST ,17108
2016-10-01,NHS ENGLAND MIDLANDS ,8820
2016-10-01,NHS ENGLAND SOUTH EAST ,7550
2016-10-01,NHS ENGLAND LONDON,33975
2016-10-01,NHS ENGLAND LONDON,31193
2016-10-01,NHS ENGLAND SOUTH EAST ,10586
2016-10-01,NHS ENGLAND SOUTH WEST ,13146
2016-10-01,NHS ENGLAND SOUTH WEST ,25101
2016-10-01,NHS ENGLAND SOUTH WEST ,6727
2016-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,15956
2016-10-01,NHS ENGLAND EAST OF ENGLAND ,27747
2016-10-01,NHS ENGLAND LONDON,12094
2016-10-01,NHS ENGLAND LONDON,6452
2016-10-01,NHS ENGLAND LONDON,23472
2016-10-01,NHS ENGLAND LONDON,14714
2016-10-01,NHS ENGLAND LONDON,7518
2016-10-01,NHS ENGLAND LONDON,11673
2016-10-01,NHS ENGLAND SOUTH WEST ,9852
2016-10-01,NHS ENGLAND MIDLANDS ,22868
2016-10-01,NHS ENGLAND NORTH WEST ,20392
2016-10-01,NHS ENGLAND NORTH WEST ,9125
2016-10-01,NHS ENGLAND NORTH WEST ,2856
2016-10-01,NHS ENGLAND NORTH WEST ,7139
2016-10-01,NHS ENGLAND NORTH WEST ,7795
2016-10-01,NHS ENGLAND NORTH WEST ,5721
2016-10-01,NHS ENGLAND EAST OF ENGLAND ,29181
2016-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,22043
2016-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,3633
2016-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,2343
2016-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,9615
2016-10-01,NHS ENGLAND EAST OF ENGLAND ,20397
2016-10-01,NHS ENGLAND SOUTH WEST ,13653
2016-10-01,NHS ENGLAND EAST OF ENGLAND ,10822
2016-10-01,NHS ENGLAND EAST OF ENGLAND ,22212
2016-10-01,NHS ENGLAND SOUTH EAST ,12531
2016-10-01,NHS ENGLAND SOUTH EAST ,22124
2016-10-01,NHS ENGLAND SOUTH WEST ,6044
2016-10-01,NHS ENGLAND SOUTH WEST ,19237
2016-10-01,NHS ENGLAND NORTH WEST ,30625
2016-10-01,NHS ENGLAND NORTH WEST ,3616
2016-10-01,NHS ENGLAND NORTH WEST ,14700
2016-10-01,NHS ENGLAND LONDON,25065
2016-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,2514
2016-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,6838
2016-10-01,NHS ENGLAND MIDLANDS ,18743
2016-10-01,NHS ENGLAND EAST OF ENGLAND ,19092
2016-10-01,NHS ENGLAND EAST OF ENGLAND ,9648
2016-10-01,NHS ENGLAND EAST OF ENGLAND ,14844
2016-10-01,NHS ENGLAND EAST OF ENGLAND ,12162
2016-10-01,NHS ENGLAND SOUTH WEST ,14662
2016-10-01,NHS ENGLAND SOUTH WEST ,20516
2016-10-01,NHS ENGLAND SOUTH EAST ,6254
2016-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,17293
2016-10-01,NHS ENGLAND SOUTH EAST ,9423
2016-10-01,NHS ENGLAND SOUTH EAST ,17623
2016-10-01,NHS ENGLAND LONDON,11034
2016-10-01,NHS ENGLAND LONDON,21129
2016-10-01,NHS ENGLAND LONDON,22636
2016-10-01,NHS ENGLAND LONDON,16447
2016-10-01,NHS ENGLAND SOUTH WEST ,12654
2016-10-01,NHS ENGLAND MIDLANDS ,10004
2016-10-01,NHS ENGLAND MIDLANDS ,2082
2016-10-01,NHS ENGLAND MIDLANDS ,26078
2016-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,17919
2016-10-01,NHS ENGLAND NORTH WEST ,733
2016-10-01,NHS ENGLAND NORTH WEST ,11952
2016-10-01,NHS ENGLAND LONDON,27305
2016-10-01,NHS ENGLAND MIDLANDS ,3456
2016-10-01,NHS ENGLAND SOUTH WEST ,15071
2016-10-01,NHS ENGLAND MIDLANDS ,25178
2016-10-01,NHS ENGLAND LONDON,20347
2016-10-01,NHS ENGLAND MIDLANDS ,0
2016-10-01,NHS ENGLAND MIDLANDS ,12744
2016-10-01,NHS ENGLAND MIDLANDS ,13852
2016-10-01,NHS ENGLAND MIDLANDS ,12811
2016-10-01,NHS ENGLAND EAST OF ENGLAND ,28781
2016-10-01,NHS ENGLAND NORTH WEST ,38643
2016-10-01,NHS ENGLAND NORTH WEST ,16647
2016-10-01,NHS ENGLAND NORTH WEST ,16837
2016-10-01,NHS ENGLAND SOUTH WEST ,19891
2016-10-01,NHS ENGLAND SOUTH EAST ,9005
2016-10-01,NHS ENGLAND SOUTH EAST ,20174
2016-10-01,NHS ENGLAND MIDLANDS ,6259
2016-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,11806
2016-10-01,NHS ENGLAND MIDLANDS ,14890
2016-10-01,NHS ENGLAND MIDLANDS ,4098
2016-10-01,NHS ENGLAND SOUTH EAST ,9373
2016-10-01,NHS ENGLAND SOUTH WEST ,22124
2016-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,21972
2016-10-01,NHS ENGLAND LONDON,4040
2016-10-01,NHS ENGLAND SOUTH EAST ,10289
2016-10-01,NHS ENGLAND SOUTH EAST ,7075
2016-10-01,NHS ENGLAND MIDLANDS ,5213
2016-10-01,NHS ENGLAND LONDON,36287
2016-10-01,NHS ENGLAND EAST OF ENGLAND ,18253
2016-10-01,NHS ENGLAND LONDON,5001
2016-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,16392
2016-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,31212
2016-10-01,NHS ENGLAND NORTH WEST ,12520
2016-10-01,NHS ENGLAND MIDLANDS ,30765
2016-10-01,NHS ENGLAND LONDON,9123
2016-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,8077
2016-10-01,NHS ENGLAND SOUTH WEST ,6886
2016-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,17179
2016-10-01,NHS ENGLAND MIDLANDS ,12580
2016-10-01,NHS ENGLAND SOUTH EAST ,10231
2016-10-01,NHS ENGLAND SOUTH EAST ,10085
2016-10-01,NHS ENGLAND SOUTH EAST ,18693
2016-10-01,NHS ENGLAND SOUTH WEST ,11041
2016-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,19473
2016-10-01,NHS ENGLAND NORTH WEST ,9302
2016-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,4955
2016-10-01,NHS ENGLAND SOUTH WEST ,15706
2016-10-01,NHS ENGLAND LONDON,18437
2016-10-01,NHS ENGLAND SOUTH EAST ,22874
2016-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,14751
2016-10-01,NHS ENGLAND NORTH WEST ,23589
2016-10-01,NHS ENGLAND SOUTH EAST ,10842
2016-10-01,NHS ENGLAND NORTH WEST ,16556
2016-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,18027
2016-10-01,NHS ENGLAND MIDLANDS ,20238
2016-10-01,NHS ENGLAND MIDLANDS ,33101
2016-10-01,NHS ENGLAND SOUTH EAST ,19286
2016-10-01,NHS ENGLAND EAST OF ENGLAND ,15172
2016-10-01,NHS ENGLAND EAST OF ENGLAND ,13263
2016-10-01,NHS ENGLAND NORTH WEST ,6693
2016-10-01,NHS ENGLAND MIDLANDS ,12140
2016-10-01,NHS ENGLAND NORTH WEST ,18346
2016-10-01,NHS ENGLAND SOUTH EAST ,7810
2016-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,20909
2016-10-01,NHS ENGLAND MIDLANDS ,19611
2016-10-01,NHS ENGLAND SOUTH EAST ,16883
2016-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,25811
2016-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,8337
2016-10-01,NHS ENGLAND MIDLANDS ,15648
2016-10-01,NHS ENGLAND NORTH WEST ,19606
2016-10-01,NHS ENGLAND NORTH WEST ,6255
2016-10-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,15341
2016-10-01,NHS ENGLAND SOUTH EAST ,11477
2016-10-01,NHS ENGLAND NORTH WEST ,23253
2016-10-01,NHS ENGLAND MIDLANDS ,23443
2016-10-01,NHS ENGLAND NORTH WEST ,1807
2016-10-01,NHS ENGLAND EAST OF ENGLAND ,9566
2016-10-01,NHS ENGLAND MIDLANDS ,10815
2016-10-01,NHS ENGLAND NORTH WEST ,13893
2016-10-01,NHS ENGLAND MIDLANDS ,6224
2016-10-01,NHS ENGLAND LONDON,16715
2016-10-01,NHS ENGLAND SOUTH WEST ,13250
2016-10-01,NHS ENGLAND MIDLANDS ,6050
2016-10-01,NHS ENGLAND LONDON,17070
2016-10-01,NHS ENGLAND SOUTH EAST ,35524
2016-10-01,NHS ENGLAND LONDON,8993
2016-10-01,NHS ENGLAND SOUTH EAST ,10860
2016-10-01,NHS ENGLAND SOUTH EAST ,3669
2016-10-01,NHS ENGLAND LONDON,7941
2016-10-01,NHS ENGLAND EAST OF ENGLAND ,6668
2016-10-01,NHS ENGLAND NORTH WEST ,4060
2016-10-01,NHS ENGLAND MIDLANDS ,1512
2016-10-01,NHS ENGLAND SOUTH EAST ,10949
2016-10-01,NHS ENGLAND MIDLANDS ,2592
2016-10-01,NHS ENGLAND SOUTH EAST ,12433
2016-10-01,NHS ENGLAND LONDON,9491
2016-10-01,NHS ENGLAND MIDLANDS ,17386
2016-10-01,NHS ENGLAND SOUTH EAST ,1645
2016-11-01,NHS ENGLAND MIDLANDS ,704
2016-11-01,NHS ENGLAND SOUTH WEST ,0
2016-11-01,NHS ENGLAND NORTH WEST ,14687
2016-11-01,NHS ENGLAND SOUTH EAST ,6462
2016-11-01,NHS ENGLAND LONDON,10706
2016-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,5477
2016-11-01,NHS ENGLAND SOUTH EAST ,2016
2016-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,9606
2016-11-01,NHS ENGLAND SOUTH WEST ,3633
2016-11-01,NHS ENGLAND MIDLANDS ,9367
2016-11-01,NHS ENGLAND MIDLANDS ,4962
2016-11-01,NHS ENGLAND MIDLANDS ,6736
2016-11-01,NHS ENGLAND MIDLANDS ,7925
2016-11-01,NHS ENGLAND SOUTH WEST ,10446
2016-11-01,NHS ENGLAND EAST OF ENGLAND ,9992
2016-11-01,NHS ENGLAND SOUTH EAST ,4183
2016-11-01,NHS ENGLAND SOUTH WEST ,1911
2016-11-01,NHS ENGLAND SOUTH EAST ,11276
2016-11-01,NHS ENGLAND SOUTH EAST ,5516
2016-11-01,NHS ENGLAND MIDLANDS ,1223
2016-11-01,NHS ENGLAND MIDLANDS ,6455
2016-11-01,NHS ENGLAND SOUTH WEST ,7809
2016-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,1726
2016-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,14638
2016-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,1255
2016-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,7580
2016-11-01,NHS ENGLAND MIDLANDS ,4963
2016-11-01,NHS ENGLAND MIDLANDS ,8359
2016-11-01,NHS ENGLAND MIDLANDS ,0
2016-11-01,NHS ENGLAND MIDLANDS ,8064
2016-11-01,NHS ENGLAND MIDLANDS ,8400
2016-11-01,NHS ENGLAND MIDLANDS ,10586
2016-11-01,NHS ENGLAND MIDLANDS ,0
2016-11-01,NHS ENGLAND SOUTH EAST ,734
2016-11-01,NHS ENGLAND SOUTH EAST ,1889
2016-11-01,NHS ENGLAND NORTH WEST ,418
2016-11-01,NHS ENGLAND SOUTH WEST ,3344
2016-11-01,NHS ENGLAND MIDLANDS ,5324
2016-11-01,NHS ENGLAND MIDLANDS ,1948
2016-11-01,NHS ENGLAND SOUTH EAST ,1649
2016-11-01,NHS ENGLAND SOUTH EAST ,6168
2016-11-01,NHS ENGLAND SOUTH EAST ,9238
2016-11-01,NHS ENGLAND SOUTH EAST ,10512
2016-11-01,NHS ENGLAND NORTH WEST ,7121
2016-11-01,NHS ENGLAND NORTH WEST ,40771
2016-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,4311
2016-11-01,NHS ENGLAND SOUTH WEST ,17375
2016-11-01,NHS ENGLAND MIDLANDS ,6763
2016-11-01,NHS ENGLAND SOUTH EAST ,13993
2016-11-01,NHS ENGLAND LONDON,36514
2016-11-01,NHS ENGLAND LONDON,40762
2016-11-01,NHS ENGLAND SOUTH EAST ,4000
2016-11-01,NHS ENGLAND SOUTH WEST ,6761
2016-11-01,NHS ENGLAND SOUTH WEST ,14823
2016-11-01,NHS ENGLAND SOUTH WEST ,633
2016-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,17512
2016-11-01,NHS ENGLAND EAST OF ENGLAND ,37521
2016-11-01,NHS ENGLAND LONDON,26560
2016-11-01,NHS ENGLAND LONDON,12724
2016-11-01,NHS ENGLAND LONDON,14088
2016-11-01,NHS ENGLAND LONDON,8641
2016-11-01,NHS ENGLAND LONDON,9057
2016-11-01,NHS ENGLAND LONDON,13301
2016-11-01,NHS ENGLAND SOUTH WEST ,5507
2016-11-01,NHS ENGLAND MIDLANDS ,14496
2016-11-01,NHS ENGLAND NORTH WEST ,11895
2016-11-01,NHS ENGLAND NORTH WEST ,25455
2016-11-01,NHS ENGLAND NORTH WEST ,5153
2016-11-01,NHS ENGLAND NORTH WEST ,1840
2016-11-01,NHS ENGLAND NORTH WEST ,8990
2016-11-01,NHS ENGLAND NORTH WEST ,3623
2016-11-01,NHS ENGLAND EAST OF ENGLAND ,22829
2016-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,14012
2016-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,2898
2016-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,5262
2016-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,11798
2016-11-01,NHS ENGLAND EAST OF ENGLAND ,12719
2016-11-01,NHS ENGLAND SOUTH WEST ,17022
2016-11-01,NHS ENGLAND EAST OF ENGLAND ,8735
2016-11-01,NHS ENGLAND EAST OF ENGLAND ,29281
2016-11-01,NHS ENGLAND SOUTH EAST ,9167
2016-11-01,NHS ENGLAND SOUTH EAST ,24436
2016-11-01,NHS ENGLAND SOUTH WEST ,1637
2016-11-01,NHS ENGLAND SOUTH WEST ,15600
2016-11-01,NHS ENGLAND NORTH WEST ,35877
2016-11-01,NHS ENGLAND NORTH WEST ,20403
2016-11-01,NHS ENGLAND NORTH WEST ,1307
2016-11-01,NHS ENGLAND LONDON,21706
2016-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,20884
2016-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,15788
2016-11-01,NHS ENGLAND MIDLANDS ,24104
2016-11-01,NHS ENGLAND EAST OF ENGLAND ,8802
2016-11-01,NHS ENGLAND EAST OF ENGLAND ,7705
2016-11-01,NHS ENGLAND EAST OF ENGLAND ,1458
2016-11-01,NHS ENGLAND EAST OF ENGLAND ,12882
2016-11-01,NHS ENGLAND SOUTH WEST ,8444
2016-11-01,NHS ENGLAND SOUTH WEST ,16120
2016-11-01,NHS ENGLAND SOUTH EAST ,24393
2016-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,30333
2016-11-01,NHS ENGLAND SOUTH EAST ,12827
2016-11-01,NHS ENGLAND SOUTH EAST ,13623
2016-11-01,NHS ENGLAND LONDON,29444
2016-11-01,NHS ENGLAND LONDON,14084
2016-11-01,NHS ENGLAND LONDON,17590
2016-11-01,NHS ENGLAND LONDON,23801
2016-11-01,NHS ENGLAND SOUTH WEST ,4898
2016-11-01,NHS ENGLAND MIDLANDS ,13314
2016-11-01,NHS ENGLAND MIDLANDS ,3276
2016-11-01,NHS ENGLAND MIDLANDS ,20545
2016-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,7166
2016-11-01,NHS ENGLAND NORTH WEST ,9721
2016-11-01,NHS ENGLAND NORTH WEST ,3821
2016-11-01,NHS ENGLAND LONDON,26659
2016-11-01,NHS ENGLAND MIDLANDS ,15093
2016-11-01,NHS ENGLAND SOUTH WEST ,3181
2016-11-01,NHS ENGLAND MIDLANDS ,19757
2016-11-01,NHS ENGLAND LONDON,13906
2016-11-01,NHS ENGLAND MIDLANDS ,3291
2016-11-01,NHS ENGLAND MIDLANDS ,22231
2016-11-01,NHS ENGLAND MIDLANDS ,7793
2016-11-01,NHS ENGLAND MIDLANDS ,11010
2016-11-01,NHS ENGLAND EAST OF ENGLAND ,19551
2016-11-01,NHS ENGLAND NORTH WEST ,28679
2016-11-01,NHS ENGLAND NORTH WEST ,13061
2016-11-01,NHS ENGLAND NORTH WEST ,21115
2016-11-01,NHS ENGLAND SOUTH WEST ,15884
2016-11-01,NHS ENGLAND SOUTH EAST ,14181
2016-11-01,NHS ENGLAND SOUTH EAST ,9619
2016-11-01,NHS ENGLAND MIDLANDS ,9907
2016-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,8147
2016-11-01,NHS ENGLAND MIDLANDS ,9149
2016-11-01,NHS ENGLAND MIDLANDS ,11092
2016-11-01,NHS ENGLAND SOUTH EAST ,7952
2016-11-01,NHS ENGLAND SOUTH WEST ,5959
2016-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,18452
2016-11-01,NHS ENGLAND LONDON,3633
2016-11-01,NHS ENGLAND SOUTH EAST ,11934
2016-11-01,NHS ENGLAND SOUTH EAST ,4018
2016-11-01,NHS ENGLAND MIDLANDS ,3786
2016-11-01,NHS ENGLAND LONDON,29500
2016-11-01,NHS ENGLAND EAST OF ENGLAND ,13126
2016-11-01,NHS ENGLAND LONDON,11452
2016-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,8529
2016-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,33358
2016-11-01,NHS ENGLAND NORTH WEST ,10187
2016-11-01,NHS ENGLAND MIDLANDS ,31673
2016-11-01,NHS ENGLAND LONDON,21790
2016-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,20574
2016-11-01,NHS ENGLAND SOUTH WEST ,16648
2016-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,23123
2016-11-01,NHS ENGLAND MIDLANDS ,34482
2016-11-01,NHS ENGLAND SOUTH EAST ,18034
2016-11-01,NHS ENGLAND SOUTH EAST ,13471
2016-11-01,NHS ENGLAND SOUTH EAST ,11844
2016-11-01,NHS ENGLAND SOUTH WEST ,15176
2016-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,15931
2016-11-01,NHS ENGLAND NORTH WEST ,11567
2016-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,6160
2016-11-01,NHS ENGLAND SOUTH WEST ,15263
2016-11-01,NHS ENGLAND LONDON,15035
2016-11-01,NHS ENGLAND SOUTH EAST ,38053
2016-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,25381
2016-11-01,NHS ENGLAND NORTH WEST ,5090
2016-11-01,NHS ENGLAND SOUTH EAST ,10053
2016-11-01,NHS ENGLAND NORTH WEST ,15060
2016-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,14309
2016-11-01,NHS ENGLAND MIDLANDS ,21584
2016-11-01,NHS ENGLAND MIDLANDS ,27176
2016-11-01,NHS ENGLAND SOUTH EAST ,15368
2016-11-01,NHS ENGLAND EAST OF ENGLAND ,19616
2016-11-01,NHS ENGLAND EAST OF ENGLAND ,15189
2016-11-01,NHS ENGLAND NORTH WEST ,17783
2016-11-01,NHS ENGLAND MIDLANDS ,17530
2016-11-01,NHS ENGLAND NORTH WEST ,5025
2016-11-01,NHS ENGLAND SOUTH EAST ,8987
2016-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,21425
2016-11-01,NHS ENGLAND MIDLANDS ,21539
2016-11-01,NHS ENGLAND SOUTH EAST ,7902
2016-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,24885
2016-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,2646
2016-11-01,NHS ENGLAND MIDLANDS ,27498
2016-11-01,NHS ENGLAND NORTH WEST ,13600
2016-11-01,NHS ENGLAND NORTH WEST ,22662
2016-11-01,NHS ENGLAND NORTH EAST AND YORKSHIRE ,19769
2016-11-01,NHS ENGLAND SOUTH EAST ,13473
2016-11-01,NHS ENGLAND NORTH WEST ,23826
2016-11-01,NHS ENGLAND MIDLANDS ,13856
2016-11-01,NHS ENGLAND NORTH WEST ,2512
2016-11-01,NHS ENGLAND EAST OF ENGLAND ,9733
2016-11-01,NHS ENGLAND MIDLANDS ,10212
2016-11-01,NHS ENGLAND NORTH WEST ,11548
2016-11-01,NHS ENGLAND MIDLANDS ,9410
2016-11-01,NHS ENGLAND LONDON,7009
2016-11-01,NHS ENGLAND SOUTH WEST ,6774
2016-11-01,NHS ENGLAND MIDLANDS ,0
2016-11-01,NHS ENGLAND LONDON,24338
2016-11-01,NHS ENGLAND SOUTH EAST ,35599
2016-11-01,NHS ENGLAND LONDON,14677
